hgnc_id	alias_name|alias_symbol|name|prev_name|prev_symbol|symbol
HGNC:9143	NBPhox|PHOX2B|PMX2B|Phox2b|paired like homeobox 2b|paired mesoderm homeobox 2b
HGNC:30033	 sex-regulated protein janus-a|CGI-202|DKFZp564M173|HSPC141|PHP14|PHPT1|bA216L13.10|phosphohistidine phosphatase 1|phosphohistidine phosphatase 14kDa
HGNC:24351	CTD binding SR like protein rA9|KIAA1542|PHD and ring finger domains 1|PHRF1|PPP1R125|RNF221|protein phosphatase 1, regulatory subunit 125
HGNC:8939	PHTF|PHTF1|putative homeodomain transcription factor 1
HGNC:13411	DKFZp434D166|PHTF2|putative homeodomain transcription factor 2
HGNC:8940	PAHX|PHYH|PHYH1|RD|Refsum disease|phytanoyl-CoA 2-hydroxylase|phytanoyl-CoA dioxygenase|phytanoyl-CoA hydroxylase|phytanoyl-CoA hydroxylase (Refsum disease)
HGNC:23396	MGC16638|PHYHD1|phytanoyl-CoA dioxygenase domain containing 1
HGNC:16865	DYRK1A interacting protein 3|DYRK1AP3|KIAA0273|PAHX-AP|PHYHIP|phytanoyl-CoA 2-hydroxylase interacting protein|phytanoyl-CoA hydroxylase interacting protein
HGNC:29378	Em:AC025038.1|KIAA1796|PHYHIPL|phytanoyl-CoA 2-hydroxylase interacting protein like|phytanoyl-CoA 2-hydroxylase interacting protein-like|phytanoyl-CoA hydroxylase interacting protein-like
HGNC:28249	5-phosphohydroxy-L-lysine phospho-lyase|5-phosphonooxy-L-lysine phospho-lyase|AGXT2L2|MGC15875|PHYKPL|alanine-glyoxylate aminotransferase 2-like 2
HGNC:8947	ELAFIN|ESI|PI3|SKALP|WAP3|WFDC14|cementoin|peptidase inhibitor 3|peptidase inhibitor 3, skin-derived|protease inhibitor 3, skin-derived (SKALP)|skin-derived antileukoproteinase|trappin-2
HGNC:30031	DKFZP761G1923|PI4K2A|PI4KII|PIK42A|phosphatidylinositol 4-kinase type 2 alpha
HGNC:18215	FLJ11105|PI4K2B|PI4KIIB|PIK42B|phosphatidylinositol 4-kinase type 2 beta
HGNC:8983	PI4K-ALPHA|PI4KA|PIK4CA|phosphatidylinositol 4-kinase alpha|phosphatidylinositol 4-kinase, catalytic, alpha|pi4K230
HGNC:8984	PI4K-BETA|PI4KB|PIK4CB|phosphatidylinositol 4-kinase beta|phosphatidylinositol 4-kinase, catalytic, beta|pi4K92
HGNC:8946	P25TI|PI15|peptidase inhibitor 15|protease inhibitor 15
HGNC:21245	CD364|MGC45378|MSMBBP|PI16|dJ90K10.5|microseminoprotein, beta-binding protein|peptidase inhibitor 16|protease inhibitor 16
HGNC:25338	C12orf53|DKFZp547D2210|PANP|PIANP|PILR alpha associated neural protein|PILR-associating neural protein|chromosome 12 open reading frame 53
HGNC:2752	DDXBP1|DEAD/H (Asp-Glu-Ala-Asp/His) box binding protein 1|GBP|GU/RH-II|PIAS1|ZMIZ3|protein inhibitor of activated STAT 1|zinc finger, MIZ-type containing 3
HGNC:17311	PIAS2|PIASX-ALPHA|PIASX-BETA|ZMIZ4|miz|protein inhibitor of activated STAT 2|zinc finger, MIZ-type containing 4
HGNC:16861	FLJ14651|PIAS3|ZMIZ5|protein inhibitor of activated STAT 3|zinc finger, MIZ-type containing 5
HGNC:17002	FLJ12419|PIAS4|PIASY|Piasg|ZMIZ6|protein inhibitor of activated STAT 4|zinc finger, MIZ-type containing 6
HGNC:23352	C13orf24|CEP90|PIBF1|chromosome 13 open reading frame 24|progesterone immunomodulatory binding factor 1|progesterone-induced blocking factor 1
HGNC:15514	CALM|CLTH|PICALM|phosphatidylinositol binding clathrin assembly protein
HGNC:9394	MGC15204|PICK1|PRKCABP|dJ1039K5|protein interacting with PRKCA|protein interacting with PRKCA 1|protein kinase C, alpha binding protein
HGNC:26084	FLJ20701|NYGGF4|PID1|phosphotyrosine interaction domain containing 1
HGNC:16491	DKFZp434D229|LRDD|MGC16925|PIDD|PIDD1|leucine-rich repeats and death domain containing|p53-induced death domain protein|p53-induced death domain protein 1
HGNC:28993	FAM38A|KIAA0233|PIEZO1|family with sequence similarity 38, member A|piezo type mechanosensitive ion channel component 1|piezo-type mechanosensitive ion channel component 1
HGNC:26270	C18orf30|C18orf58|FAM38B|FAM38B2|FLJ23144|FLJ23403|FLJ34907|HsT748|HsT771|PIEZO2|chromosome 18 open reading frame 30|chromosome 18 open reading frame 58|family with sequence similarity 38, member B|piezo type mechanosensitive ion channel component 2|piezo-type mechanosensitive ion channel component 2
HGNC:26220	C15orf20|FLJ22692|PIF1|PIF1 5'-to-3' DNA helicase|PIF1 5'-to-3' DNA helicase homolog (S. cerevisiae)|chromosome 15 open reading frame 20
HGNC:27009	C1orf88|FLJ23853|PIFO|chromosome 1 open reading frame 88|pitchfork|primary cilia formation
HGNC:8957	GPI3|PIGA|paroxysmal nocturnal hemoglobinuria|phosphatidylinositol N-acetylglucosaminyltransferase|phosphatidylinositol glycan anchor biosynthesis class A|phosphatidylinositol glycan, class A (paroxysmal nocturnal hemoglobinuria)
HGNC:8959	GPI mannosyltransferase 3|PIGB|dol-P-Man dependent GPI mannosyltransferase|phosphatidylinositol glycan anchor biosynthesis class B|phosphatidylinositol glycan, class B
HGNC:50696	PIGB opposite strand 1|PIGBOS1
HGNC:8960	PIGC|phosphatidylinositol N-acetylglucosaminyltransferase|phosphatidylinositol glycan anchor biosynthesis class C|phosphatidylinositol glycan, class C
HGNC:8962	PIGF|phosphatidylinositol glycan anchor biosynthesis class F|phosphatidylinositol glycan, class F
HGNC:25985	FLJ20265|GPI7|LAS21|PIGG|phosphatidylinositol glycan anchor biosynthesis class G|phosphatidylinositol glycan, class G
HGNC:8964	GPI-H|PIGH|phosphatidylinositol N-acetylglucosaminyltransferase subunit|phosphatidylinositol glycan anchor biosynthesis class H|phosphatidylinositol glycan, class H
HGNC:8965	GPI transamidase subunit|GPI8|PIGK|hGPI8|phosphatidylinositol glycan anchor biosynthesis class K|phosphatidylinositol glycan, class K
HGNC:8966	N-acetylglucosaminylphosphatidylinositol deacetylase|PIGL|phosphatidylinositol glycan anchor biosynthesis class L|phosphatidylinositol glycan, class L
HGNC:18858	DPM:GlcN-(acyl-)PI mannosyltransferase|GPI mannosyltransferase 1|GPI-MT-I|PIGM|dol-P-Man dependent GPI mannosyltransferase|phosphatidylinositol glycan anchor biosynthesis class M|phosphatidylinositol glycan, class M
HGNC:8967	MDC4|PIG-N|PIGN|phosphatidylinositol glycan anchor biosynthesis class N|phosphatidylinositol glycan, class N
HGNC:23215	DKFZp434M222|FLJ00135|PIGO|phosphatidylinositol glycan anchor biosynthesis class O|phosphatidylinositol glycan, class O
HGNC:3046	DCRC|DSCR5|DSRC|Down syndrome critical region gene 5|PIGP|phosphatidylinositol glycan anchor biosynthesis class P|phosphatidylinositol glycan, class P|phosphatidylinositol-n-acetylglucosaminyltranferase subunit
HGNC:14135	GPI1|PIGQ|hGPI1|phosphatidylinositol glycan anchor biosynthesis class Q|phosphatidylinositol glycan, class Q
HGNC:8968	PIGR|polymeric immunoglobulin receptor
HGNC:14937	GPI transamidase subunit|PIGS|phosphatidylinositol glycan anchor biosynthesis class S|phosphatidylinositol glycan, class S
HGNC:14938	GPI transamidase subunit|PIGT|phosphatidylinositol glycan anchor biosynthesis class T|phosphatidylinositol glycan, class T
HGNC:15791	CDC91 (cell division cycle 91, S. cerevisiae, homolog)-like 1|CDC91 cell division cycle 91-like 1 (S. cerevisiae)|CDC91L1|GAB1|GPI transamidase subunit|PIGU|bA346K17.2|phosphatidylinositol glycan anchor biosynthesis class U
HGNC:26031	FLJ20477|GPI mannosyltransferase 2|PIGV|dol-P-Man dependent GPI mannosyltransferase|phosphatidylinositol glycan anchor biosynthesis class V|phosphatidylinositol glycan, class V
HGNC:23213	FLJ37433|Gwt1|PIGW|phosphatidylinositol glycan anchor biosynthesis class W|phosphatidylinositol glycan, class W
HGNC:26046	FLJ20522|PIGX|phosphatidylinositol glycan anchor biosynthesis class X|phosphatidylinositol glycan, class X
HGNC:28213	MGC14156|PIGY|phosphatidylinositol glycan anchor biosynthesis class Y|phosphatidylinositol glycan, class Y
HGNC:30596	FLJ12768|GPI mannosyltransferase 4|MGC52163|PIGZ|SMP3|dol-P-Man dependent GPI mannosyltransferase|phosphatidylinositol glycan anchor biosynthesis class Z|phosphatidylinositol glycan, class Z
HGNC:26075	FLJ20643|NOP17|PIH1 domain containing 1|PIH1D1
HGNC:25210	PIH1 domain containing 2|PIH1D2
HGNC:28570	CXorf41|MGC35261|NYSAR97|PIH1 domain containing 3|PIH1D3|chromosome X open reading frame 41|sarcoma antigen NY-SAR-97
HGNC:30034	BCAP|FLJ35564|PIK3AP1|phosphoinositide-3-kinase adaptor protein 1
HGNC:8971	PI3K-C2alpha|PIK3C2A|phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha|phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha|phosphoinositide-3-kinase, class 2, alpha polypeptide
HGNC:8972	C2-PI3K|PI3K-C2beta|PIK3C2B|phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta|phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta|phosphoinositide-3-kinase, class 2, beta polypeptide
HGNC:8973	PIK3C2G|phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma|phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 gamma|phosphoinositide-3-kinase, class 2, gamma polypeptide
HGNC:8974	PIK3C3|Vps34|phosphatidylinositol 3-kinase catalytic subunit type 3|phosphatidylinositol 3-kinase, catalytic subunit type 3|phosphoinositide-3-kinase, class 3
HGNC:8975	PI3K|PIK3CA|phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha|phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha|phosphoinositide-3-kinase, catalytic, alpha polypeptide
HGNC:8976	PIK3C1|PIK3CB|phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta|phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta|phosphoinositide-3-kinase, catalytic, beta polypeptide
HGNC:8977	PIK3CD|p110D|phosphatidylinositol 3-kinase, catalytic, delta polypeptide|phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta|phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta|phosphoinositide-3-kinase C|phosphoinositide-3-kinase, catalytic, delta polypeptide
HGNC:8978	PIK3CG|phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma|phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma|phosphoinositide-3-kinase, catalytic, gamma polypeptide
HGNC:24942	HGFL|MGC17330|PIK3IP1|phosphoinositide-3-kinase interacting protein 1
HGNC:8979	GRB1|PIK3R1|p85|p85-ALPHA|phosphoinositide-3-kinase regulatory subunit 1|phosphoinositide-3-kinase regulatory subunit alpha|phosphoinositide-3-kinase, regulatory subunit 1 (alpha)
HGNC:8980	P85B|PIK3R2|p85|phosphoinositide-3-kinase regulatory subunit 2|phosphoinositide-3-kinase regulatory subunit beta|phosphoinositide-3-kinase, regulatory subunit 2 (beta)
HGNC:8981	PIK3R3|p55|phosphoinositide-3-kinase regulatory subunit 3|phosphoinositide-3-kinase regulatory subunit gamma|phosphoinositide-3-kinase, regulatory subunit 3 (gamma)
HGNC:8982	PIK3R4|VPS15|p150|phosphoinositide-3-kinase regulatory subunit 4|phosphoinositide-3-kinase, regulatory subunit 4
HGNC:30035	P101-PI3K|PIK3R5|p101|phosphoinositide-3-kinase regulatory subunit 5|phosphoinositide-3-kinase, regulatory subunit 5
HGNC:27101	C17orf38|FLJ34500|HsT41028|PIK3R6|chromosome 17 open reading frame 38|p87PIKAP|phosphoinositide-3-kinase regulatory subunit 6|phosphoinositide-3-kinase, regulatory subunit 6
HGNC:23785	FAB1|KIAA0981|MGC40423|PIKFYVE|PIKfyve|PIP5K|PIP5K3|ZFYVE29|p235|phosphatidylinositol-3-phosphate/phosphatidylinositol 5-kinase, type III|phosphoinositide kinase, FYVE finger containing|phosphoinositide kinase, FYVE-type zinc finger containing|zinc finger, FYVE domain containing 29
HGNC:20396	FDF03|PILRA|paired immunoglobin like type 2 receptor alpha|paired immunoglobin-like type 2 receptor alpha
HGNC:18297	FDFACT1|FDFACT2|PILRB|paired immunoglobin-like type 2 receptor beta
HGNC:8986	PIM|PIM1|Pim-1 proto-oncogene, serine/threonine kinase|pim-1 oncogene
HGNC:8987	PIM2|Pim-2 proto-oncogene, serine/threonine kinase|pim-2 oncogene
HGNC:19310	PIM3|Pim-3 proto-oncogene, serine/threonine kinase|pim-3 oncogene
HGNC:8988	PIN1|dod|peptidylprolyl cis/trans isomerase, NIMA-interacting 1|protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1
HGNC:8992	EPVH|PAR14|PAR17|PIN4|parvulin|peptidylprolyl cis/trans isomerase NIMA-interacting, 4|peptidylprolyl cis/trans isomerase, NIMA-interacting 4|protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)
HGNC:14581	PARK6|PINK1|PTEN induced putative kinase 1|Parkinson disease (autosomal recessive) 6
HGNC:44206	PINLYP|phospholipase A2 inhibitor and LY6/PLAUR domain containing
HGNC:30046	FLJ20565|LPTL|LPTS|MGC8850|PIN2 interacting protein 1|PIN2/TERF1 interacting, telomerase inhibitor 1|PINX1|PinX1|liver-related putative tumor suppressor
HGNC:8993	GCDFP-15|GCDFP15|GPIP4|PIP|prolactin induced protein|prolactin-induced protein|prolactin-inducible protein
HGNC:8997	PIP4K2A|PIP5K2A|PIP5KIIA|PIP5KIIalpha|phosphatidylinositol-4-phosphate 5-kinase, type II, alpha|phosphatidylinositol-5-phosphate 4-kinase type 2 alpha|phosphatidylinositol-5-phosphate 4-kinase, type II, alpha
HGNC:8998	PIP4K2B|PIP5K2B|PIP5KIIB|PIP5KIIbeta|phosphatidylinositol-4-phosphate 5-kinase, type II, beta|phosphatidylinositol-5-phosphate 4-kinase type 2 beta|phosphatidylinositol-5-phosphate 4-kinase, type II, beta
HGNC:23786	FLJ22055|PIP4K2C|PIP5K2C|phosphatidylinositol-4-phosphate 5-kinase, type II, gamma|phosphatidylinositol-5-phosphate 4-kinase type 2 gamma|phosphatidylinositol-5-phosphate 4-kinase, type II, gamma
HGNC:8994	PIP5K1A|phosphatidylinositol-4-phosphate 5-kinase type 1 alpha|phosphatidylinositol-4-phosphate 5-kinase, type I, alpha
HGNC:8995	MSS4|PIP5K1B|STM7|phosphatidylinositol-4-phosphate 5-kinase type 1 beta|phosphatidylinositol-4-phosphate 5-kinase, type I, beta
HGNC:8996	KIAA0589|LCCS3|PIP5K1C|PIP5Kgamma|phosphatidylinositol-4-phosphate 5-kinase type 1 gamma|phosphatidylinositol-4-phosphate 5-kinase, type I, gamma
HGNC:28711	MGC46424|PIP5KL1|bA203J24.5|phosphatidylinositol-4-phosphate 5-kinase like 1|phosphatidylinositol-4-phosphate 5-kinase-like 1
HGNC:17804	L-pipecolic acid oxidase|LPIPOX|PIPOX|pipecolic acid and sarcosine oxidase|pipecolic acid oxidase
HGNC:30048	PIR|pirin|pirin (iron-binding nuclear protein)
HGNC:37239	PIRT|phosphoinositide interacting regulator of transient receptor potential channels|phosphoinositide-interacting regulator of TRPV1|phosphoinositide-interacting regulator of transient receptor potential channels
HGNC:8999	PISD|PSDC|dJ858B16.2|phosphatidylserine decarboxylase
HGNC:25022	C1orf128|HT014|PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1|PITH domain containing 1|PITHD1|TXNL1 C-terminal like|TXNL1CL|chromosome 1 open reading frame 128
HGNC:9001	PITPN|PITPNA|VIB1A|phosphatidylinositol transfer protein alpha|phosphotidylinositol transfer protein
HGNC:9002	PITPNB|VIB1B|phosphatidylinositol transfer protein beta
HGNC:21045	PITPNC1|RDGB-BETA|RDGBB|RDGBB1|phosphatidylinositol transfer protein, cytoplasmic 1
HGNC:9003	DRES9|NIR2|PITPNM|PITPNM1|PYK2 N-terminal domain-interacting receptor 2|RDGB|RDGB1|RDGBA1|Rd9|phosphatidylinositol transfer protein membrane associated 1|phosphatidylinositol transfer protein, membrane associated 1|retinal degeneration B alpha 1
HGNC:21044	NIR3|PITPNM2|RDGB2|RDGBA2|phosphatidylinositol transfer protein membrane associated 2|phosphatidylinositol transfer protein, membrane associated 2
HGNC:21043	ACKR6|CORD5|NIR1|PITPNM family member 3|PITPNM3|RDGBA3|atypical chemokine receptor 6|cone rod dystrophy 5
HGNC:17663	KIAA1104|MP1|PITRM1|PreP|PreP peptidasome|hMP1|pitrilysin metallopeptidase 1|pitrilysin metalloproteinase 1|presequence protease, mitochondrial
HGNC:9004	BFT|PITX1|POTX|PTX1|paired like homeodomain 1|paired-like homeodomain 1|paired-like homeodomain transcription factor 1
HGNC:9005	ARP1|Brx1|IGDS|IHG2|IRID2|Otlx2|PITX2|RGS|RIEG|RIEG1|RS|paired like homeodomain 2|paired-like homeodomain 2|paired-like homeodomain transcription factor 2
HGNC:9006	ASMD|PITX3|anterior segment mesenchymal dysgenesis|paired like homeodomain 3|paired-like homeodomain 3|paired-like homeodomain transcription factor 3
HGNC:9007	CT80.1|HIWI|PIWI|PIWIL1|piwi (Drosophila)-like 1|piwi like RNA-mediated gene silencing 1|piwi-like 1 (Drosophila)
HGNC:17644	CT80|FLJ10351|HILI|Hiwi-like|Mili|PIWIL2|cancer/testis antigen 80|piwi like RNA-mediated gene silencing 2|piwi-like 2 (Drosophila)
HGNC:18443	HIWI3|PIWIL3|piwi like RNA-mediated gene silencing 3|piwi-like 3 (Drosophila)
HGNC:18444	FLJ36156|HIWI2|Miwi2|PIWIL4|piwi like RNA-mediated gene silencing 4|piwi-like 4 (Drosophila)
HGNC:16648	FLJ11830|PJA1|RNF70|praja 1|praja ring finger 1|praja ring finger 1, E3 ubiquitin protein ligase|praja ring finger ubiquitin ligase 1
HGNC:17481	KIAA0438|Neurodap1|PJA2|RNF131|praja ring finger 2|praja ring finger 2, E3 ubiquitin protein ligase|praja ring finger ubiquitin ligase 2|ring finger protein 131
HGNC:9008	PBP|PKD1|Pc-1|TRPP1|polycystic kidney disease 1 (autosomal dominant)|polycystin 1|polycystin 1, transient receptor potential channel interacting|transient receptor potential cation channel, subfamily P, member 1
HGNC:18053	PKD1L1|PRO19563|polycystic kidney disease 1 like 1|polycystin 1 like 1, transient receptor potential channel interacting|polycystin-1L1
HGNC:21715	KIAA1879|PKD1L2|polycystic kidney disease 1-like 2|polycystin 1 like 2 (gene/pseudogene)
HGNC:21716	PKD1L3|polycystic kidney disease 1-like 3|polycystin 1 like 3, transient receptor potential channel interacting
HGNC:9009	PC2|PKD2|PKD4|Pc-2|TRPP2|polycystic kidney disease 2 (autosomal dominant)|polycystin 2, transient receptor potential cation channel|transient receptor potential cation channel, subfamily P, member 2
HGNC:9011	PCL|PKD2L|PKD2L1|PKDL|TRPP3|polycystic kidney disease 2-like 1|polycystin 2 like 1, transient receptor potential cation channel|transient receptor potential cation channel, subfamily P, member 3
HGNC:9012	PKD2L2|TRPP5|polycystic kidney disease 2-like 2|polycystin 2 like 2, transient receptor potential cation channel|transient receptor potential cation channel subfamily P member 5
HGNC:25123	PKDCC|SgK493|Vlk|protein kinase domain containing, cytoplasmic|protein kinase domain containing, cytoplasmic homolog (mouse)|vertebrate lonesome kinase
HGNC:9015	PKDREJ|polycystic kidney disease (polycystin) and REJ (sperm receptor for egg jelly homolog, sea urchin)-like|polycystic kidney disease (polycystin) and REJ (sperm receptor for egg jelly, sea urchin homolog)-like|polycystic kidney disease (polycystin) and REJ homolog (sperm receptor for egg jelly homolog, sea urchin)|polycystin (PKD) family receptor for egg jelly
HGNC:9016	ARPKD|FCYT|PKHD1|TIG multiple domains 1|TIGM1|fibrocystin|polycystic kidney and hepatic disease 1 (autosomal recessive)|polyductin|tigmin
HGNC:20313	PKHD1L1|polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1
HGNC:9017	PKIA|PRKACN1|protein kinase (cAMP-dependent, catalytic) inhibitor alpha
HGNC:9018	PKIB|PRKACN2|protein kinase (cAMP-dependent, catalytic) inhibitor beta
HGNC:9019	PKIG|protein kinase (cAMP-dependent, catalytic) inhibitor gamma
HGNC:9020	PKLR|pyruvate kinase, liver and RBC
HGNC:9021	OIP3|PK3|PKM|PKM2|THBP1|pyruvate kinase, muscle
HGNC:29650	MYT1|PKMYT1|PPP1R126|membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase|protein kinase, membrane associated tyrosine/threonine 1|protein phosphatase 1, regulatory subunit 126
HGNC:9405	DBK|MGC46204|PAK1|PKN|PKN1|PRK1|PRKCL1|protein kinase C-like 1|protein kinase N1
HGNC:9406	PKN2|PRK2|PRKCL2|Pak-2|STK7|cardiolipin-activated protein kinase Pak2|protein kinase C-like 2|protein kinase N2
HGNC:17999	PKN3|PKNbeta|UTDP4-1|protein kinase N3
HGNC:9022	PBX/knotted 1 homeobox 1|PKNOX1|PREP1
HGNC:16714	PBX/knotted 1 homeobox 2|PKNOX2
HGNC:9023	B6P|PKP1|ectodermal dysplasia/skin fragility syndrome|plakophilin 1|plakophilin 1 (ectodermal dysplasia/skin fragility syndrome)
HGNC:9024	PKP2|plakophilin 2
HGNC:9025	PKP3|plakophilin 3
HGNC:9026	PKP4|p0071|plakophilin 4
HGNC:17661	PLA1A|phospholipase A1 member A|ps-PLA1
HGNC:9030	PLA2|PLA2A|PLA2G1B|PPLA2|phospholipase A2 group IB|phospholipase A2, group IB (pancreas)
HGNC:9031	PLA2B|PLA2G2A|PLA2L|phospholipase A2 group IIA|phospholipase A2, group IIA (platelets, synovial fluid)
HGNC:9032	PLA2G2C|phospholipase A2 group IIC|phospholipase A2, group IIC|phospholipase A2, group IIC (possible pseudogene)
HGNC:9033	PLA2G2D|phospholipase A2 group IID|phospholipase A2, group IID|sPLA2S
HGNC:13414	PLA2G2E|phospholipase A2 group IIE|phospholipase A2, group IIE
HGNC:30040	PLA2G2F|phospholipase A2 group IIF|phospholipase A2, group IIF
HGNC:17934	GIII-SPLA2|PLA2G3|phospholipase A2 group III|phospholipase A2, group III
HGNC:9035	PLA2G4|PLA2G4A|cPLA2-alpha|phospholipase A2 group IVA|phospholipase A2, group IVA (cytosolic, calcium-dependent)
HGNC:9036	HsT16992|PLA2G4B|cPLA2-beta|phospholipase A2 group IVB|phospholipase A2, group IVB (cytosolic)
HGNC:9037	PLA2G4C|cPLA2-gamma|phospholipase A2 group IVC|phospholipase A2, group IVC (cytosolic, calcium-independent)
HGNC:30038	PLA2G4D|cPLA2delta|phospholipase A2 group IVD|phospholipase A2, group IVD (cytosolic)
HGNC:24791	FLJ45651|PLA2G4E|phospholipase A2 group IVE|phospholipase A2, group IVE
HGNC:27396	PLA2G4F|PLA2G4F/Z|phospholipase A2 group IVF|phospholipase A2, group IVF
HGNC:9038	PLA2G5|phospholipase A2 group V|phospholipase A2, group V
HGNC:9039	NBIA2|PARK14|PLA2G6|PNPLA9|iPLA2|iPLA2beta|neurodegeneration with brain iron accumulation 2|phospholipase A2 group VI|phospholipase A2, group VI (cytosolic, calcium-independent)
HGNC:9040	LDL-PLA2|PAFAH|PLA2G7|phospholipase A2 group VII|phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)
HGNC:9029	GXPLA2|PLA2G10|phospholipase A2 group X|phospholipase A2, group X
HGNC:18554	PLA2G12|PLA2G12A|phospholipase A2 group XIIA|phospholipase A2, group XII|phospholipase A2, group XIIA
HGNC:18555	PLA2G12B|PLA2G13|phospholipase A2 group XIIB|phospholipase A2, group XIIB|phospholipase A2, group XIII
HGNC:17163	GXVPLA2|LLPL|LYPLA3|PLA2G15|lysophospholipase 3 (lysosomal phospholipase A2)|phospholipase A2 group XV|phospholipase A2, group XV
HGNC:17825	AdPLA|H-REV107-1|HRAS-like suppressor 3|HRASLS3|HREV107|HREV107-3|MGC118754.|PLA2G16|adipose-specific PLA2|phospholipase A2 group XVI|phospholipase A2, group XVI
HGNC:9042	CLEC13C|PLA2-R|PLA2G1R|PLA2IR|PLA2R1|phospholipase A2 receptor 1|phospholipase A2 receptor 1, 180kD|phospholipase A2 receptor 1, 180kDa
HGNC:9043	DOA1|DOA1 homolog (S. cerevisiae)|FLJ11281|FLJ12699|PLA2P|PLAA|PLAP|phospholipase A2 activating protein
HGNC:9044	CT92|OOSP2L|PLAC1|cancer/testis antigen 92|placenta specific 1
HGNC:14616	C21orf115|MGC126664|MGC126666|PLAC4|PRED78|chromosome 21 open reading frame 115|placenta specific 4
HGNC:19254	C15|PLAC8|onzin|placenta specific 8
HGNC:31746	PLAC8 like 1|PLAC8L1
HGNC:19255	PLAC9|placenta specific 9
HGNC:9045	PLAG1|PLAG1 zinc finger|ZNF912|pleiomorphic adenoma gene 1
HGNC:9046	LOT1|PLAG1 like zinc finger 1|PLAGL1|ZAC|pleiomorphic adenoma gene-like 1
HGNC:9047	C2H2-type zinc finger protein|PLAG1 like zinc finger 2|PLAGL2|ZNF900|pleiomorphic adenoma gene-like 2
HGNC:9051	PLAT|plasminogen activator, tissue|plasminogen activator, tissue type
HGNC:9052	PLAU|UPA|URK|plasminogen activator, urokinase
HGNC:9053	CD87|PLAUR|UPAR|URKR|plasminogen activator, urokinase receptor|urokinase plasminogen activator surface receptor|urokinase-type plasminogen activator (uPA) receptor
HGNC:30041	FLJ30866|PLB|PLB1|phospholipase B1
HGNC:26215	FLJ22662|PLB homolog 1 (Dictyostelium)|PLBD1|phospholipase B domain containing 1
HGNC:27283	PLB homolog 2 (Dictyostelium)|PLBD2|mannose-6-phosphate protein associated protein p76|p76|phospholipase B domain containing 2
HGNC:15917	KIAA0581|PLC-I|PLC154|PLCB1|phospholipase C beta 1|phospholipase C, beta 1 (phosphoinositide-specific)
HGNC:9055	FLJ38135|PLCB2|phospholipase C beta 2|phospholipase C, beta 2
HGNC:9056	PLCB3|phospholipase C beta 3|phospholipase C, beta 3 (phosphatidylinositol-specific)
HGNC:9059	PLCB4|phospholipase C beta 4|phospholipase C, beta 4
HGNC:9060	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1|PLCD1|phospholipase C delta 1|phospholipase C, delta 1
HGNC:9061	PLCD3|phospholipase C delta 3|phospholipase C, delta 3
HGNC:9062	PLCD4|phospholipase C delta 4|phospholipase C, delta 4
HGNC:17175	KIAA1516|NPHS3|PLCE|PLCE1|nephrosis type 3|phosphoinositide phospholipase C|phospholipase C epsilon 1|phospholipase C, epsilon 1
HGNC:9065	NCKAP3|PLC-II|PLC1|PLC148|PLCG1|PLCgamma1|phospholipase C gamma 1|phospholipase C, gamma 1|phospholipase C, gamma 1 (formerly subtype 148)
HGNC:9066	PLCG2|phospholipase C gamma 2|phospholipase C, gamma 2 (phosphatidylinositol-specific)
HGNC:29185	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1|DKFZp434C1372|KIAA1069|MGC117152|PLCH1|PLCL3|PLCeta1|phospholipase C eta 1|phospholipase C, eta 1|phospholipase C-like 3
HGNC:29037	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2|KIAA0450|PLC-eta2|PLCH2|PLCL4|PLCeta2|RP3-395M20.1|phospholipase C eta 2|phospholipase C, eta 2|phospholipase C-like 4
HGNC:9063	PLC-L|PLCE|PLCL|PLCL1|PPP1R127|PRIP|phospholipase C like 1|phospholipase C related, but catalytically inactive protein|phospholipase C, epsilon|phospholipase C-like 1|protein phosphatase 1, regulatory subunit 127
HGNC:9064	KIAA1092|PLCE2|PLCL2|phospholipase C like 2|phospholipase C, epsilon 2|phospholipase C-like 2
